SiteID,date,damage_class,damage_status,Governorate,Municipality,Neighborhood,damage_class_desc,is_damaged,damage_level,lon,lat,index_right,system:index,area,building,class,damage_pts,k100,k150,k50,max_change,name,osm_id,osm_type,.geo
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48623751400004,31.517235860000085,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,3.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.484924823000085,31.517820309000058,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,3.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.48482464300008,31.517792988000053,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,3.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.48505530600005,31.51785245500008,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,3.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48453933600007,31.51771861900005,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.49133050100005,31.519257983000045,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.49141942700004,31.519347665000055,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.491569413000036,31.516466429000047,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.49135605500004,31.51658228100007,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.49164078000007,31.516610202000038,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.496513236000055,31.51409519500004,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.49333729600005,31.51894638200008,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.49387934500004,31.51868892200008,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3.0,34.49377618400007,31.515285652000046,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3.0,34.49368856400008,31.51540132200006,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3.0,34.49360083700009,31.515314415000034,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3.0,34.49322237600006,31.515511506000053,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3.0,34.49303597800008,31.51562554700007,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3.0,34.49332155500008,31.51535775800005,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.492897765000066,31.515637595000044,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.493021396000074,31.51548428700005,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.49313246500009,31.515365486000064,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.493457326000055,31.51528471800009,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.49387957400006,31.515507823000064,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.494086476000064,31.515082518000042,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.49422328800006,31.515172637000035,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.49417334800006,31.515247126000077,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.49465653400006,31.515243010000063,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3.0,34.49348837600007,31.515787817000046,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3.0,34.494230895000044,31.514544086000058,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.49393790900007,31.51459994600009,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.49416383100004,31.514278689000037,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.49452975400004,31.514062867000064,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3.0,34.495101152000075,31.514629290000073,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3.0,34.49461007000008,31.515306758000065,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3.0,34.494033459000036,31.51620680700006,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3.0,34.49266821800006,31.51616189300006,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3.0,34.49473614000004,31.51374486600008,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3.0,34.49381048100008,31.518762501000083,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3.0,34.493036991000054,31.515557981000086,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.49360109300005,31.515564519000066,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.49413011000007,31.515518700000086,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.494108535000066,31.516074652000043,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.496821554000064,31.514241601000037,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.495465350000075,31.51670101600007,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.49802143100004,31.514880128000073,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2.0,34.491804184000046,31.517354899000054,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.48068114800009,31.52332318400005,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.48065544500008,31.52323762800006,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.48151903100006,31.52275562600005,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.481602827000074,31.52289540600009,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48144936700004,31.52301499500004,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48149332600008,31.522616135000078,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,1.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48249273500005,31.519879853000077,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.48119945700006,31.522134681000068,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48129292400006,31.522098355000082,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,3.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.482349078000084,31.524108698000077,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,3.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.47957189200008,31.523988727000074,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,1.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48241910400009,31.519791163000036,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,3.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.479710252000075,31.524011448000067,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48260222300007,31.520012103000056,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.49084389600006,31.521378783000046,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48957538700006,31.520421816000066,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48967625100005,31.520489741000063,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.489490989000046,31.520513677000054,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48370803900008,31.521860226000058,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.483835938000084,31.521914457000037,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48373794400004,31.521950184000048,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.48595287400008,31.52138511900006,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.486091110000075,31.52146197400009,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,1.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.48590947000008,31.521203639000078,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.48962479000005,31.520344699000077,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48954549100006,31.520916576000047,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.48892106400007,31.52234738700008,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48880015200007,31.522453815000063,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.489068504000045,31.522507975000053,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48873400200006,31.523342489000072,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48881324800004,31.523419854000053,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48876394900009,31.523122551000085,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.48895373500005,31.523282647000087,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.48883699400005,31.523230540000043,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.48620610000006,31.523185923000085,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.48568821900005,31.522525676000043,0.0,,,,,,,,,,,,,
1.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Jabalya El Balad,Severe Damage,1,2.0,34.48389840800007,31.52592644200007,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Jabalya El Balad,Severe Damage,1,2.0,34.48367493200004,31.525794775000065,0.0,,,,,,,,,,,,,
1.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Jabalya El Balad,Destroyed,1,3.0,34.48395891200005,31.52566393400008,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.48364819300008,31.523359950000042,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.48373845400005,31.523244782000063,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,3.0,North Gaza,Jabalya,Jabalya El Balad,Severe Damage,1,2.0,34.48509199500006,31.526666248000083,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,3.0,North Gaza,Jabalya,Jabalya El Balad,Severe Damage,1,2.0,34.484946336000064,31.52644007500004,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,3.0,North Gaza,Jabalya,Jabalya El Balad,Severe Damage,1,2.0,34.48499489000005,31.52626084500008,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,3.0,North Gaza,Jabalya,Jabalya El Balad,Destroyed,1,3.0,34.48494448400004,31.52613196200008,0.0,,,,,,,,,,,,,
28.0,2023-11-26 00:00:00+00:00,1.0,3.0,North Gaza,Jabalya,Jabalya El Balad,Destroyed,1,3.0,34.48478633700006,31.526071653000088,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,3.0,North Gaza,Jabalya,Jabalya El Balad,Severe Damage,1,2.0,34.48464458600006,31.525959964000037,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,3.0,North Gaza,Jabalya,Jabalya El Balad,Severe Damage,1,2.0,34.48480374700006,31.52589338200005,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,3.0,North Gaza,Jabalya,Jabalya El Balad,Severe Damage,1,2.0,34.48505622000005,31.525933872000053,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,3.0,North Gaza,Jabalya,Jabalya El Balad,Severe Damage,1,2.0,34.48501539500006,31.525455313000066,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,3.0,North Gaza,Jabalya,Jabalya El Balad,Severe Damage,1,2.0,34.485150787000066,31.525414900000044,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.491296172000034,31.519946467000068,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.491671937000035,31.52024628500004,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3.0,34.492463770000086,31.520075129000077,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.49199490600006,31.52033786800007,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.491794532000085,31.520352399000046,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.485567597000056,31.52264738300005,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.485512457000084,31.522710674000052,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.47163629900007,31.525244383000086,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.471780780000074,31.525165005000076,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.47155604800008,31.52512914600004,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,1.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.47025565000007,31.525480780000066,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.47014424100007,31.525575540000034,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,3.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.47367669200008,31.526753278000058,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.47381188300005,31.52611824300004,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.47420299800007,31.52475197800004,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.478390026000056,31.524603721000062,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.47852555800006,31.524526931000082,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.47784444600006,31.526500371000054,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.477936825000086,31.526439448000076,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.47584124400004,31.52274750500004,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.47638826800005,31.52503781100006,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.47665242800008,31.527121940000086,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2.0,34.476255490000085,31.527007256000047,0.0,,,,,,,,,,,,,
26.0,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3.0,34.47639617200008,31.52709911100004,0.0,,,,,,,,,,,,,
